CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_Book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
CID-03295,Attrited,48,M,4,Unknown,Married,$80K - $120K,Blue,58,5,3,10,9234.0,780,5489.274620223356,3.4999333194307956,5951,14,2.6219258962762737,0.7144587035656467
CID-03296,Existing,68,F,4,Unknown,Married,$80K - $120K,Silver,23,4,0,5,12337.5,1206,6599.271826440701,1.8086172834965195,-216,61,3.3309980712036475,0.2766843194740467
CID-03297,Existing,30,F,2,Post-Graduate,Married,Unknown,Blue,35,5,3,1,2636.0,557,1298.030406860736,1.828808526224737,5998,13,1.9252408797861145,0.7446683298248756
CID-03298,Existing,60,M,3,Uneducated,Married,$80K - $120K,Blue,17,2,4,2,7707.0,1433,4256.15779757999,0.7586715727520909,6576,52,1.72053787246524,0.5772120854086903
CID-03299,Existing,18,F,4,High School,Married,$60K - $80K,Silver,17,3,3,1,3836.0,1777,2627.018761684358,1.9398825074211945,4058,40,2.0752107015724417,0.7617659412422567
CID-03300,Existing,39,M,2,High School,Divorced,$120K +,Blue,59,2,0,2,11820.0,725,6832.848725022993,2.8305551682135635,2813,73,2.507089481286071,0.37925279696791475
CID-03301,Existing,32,M,5,High School,Married,$40K - $60K,Gold,48,4,3,0,8851.5,1409,5159.68995851383,1.2464480498791488,-396,89,2.9772424383988456,0.34326912478218785
CID-03302,Attrited,43,M,5,Unknown,Married,$120K +,Blue,37,3,7,3,5002.5,2392,2648.4329736244163,2.422884597580983,4861,18,3.2321970341328563,0.09967236057141995
CID-03303,Existing,35,M,1,College,Married,$40K - $60K,Silver,14,5,5,3,6801.0,2540,4955.394956977316,2.324006617841709,3397,64,2.239857486689255,0.42979802248003096
CID-03304,Existing,65,M,2,Graduate,Unknown,$40K - $60K,Blue,43,3,2,4,4607.0,2510,3897.25391754996,2.06805069267131,-199,62,3.1869947781319636,0.8240459109272663
CID-03305,Existing,26,M,4,Graduate,Married,$40K - $60K,Blue,57,5,7,5,6521.0,1893,5417.3080073267665,2.430644676150682,5289,37,2.4272898502196725,0.4823500850397808
CID-03306,Existing,18,F,1,Post-Graduate,Single,Unknown,Silver,29,5,1,8,1000.0,3200,18.229021091780282,2.4327936011287883,2769,98,2.7714379840588967,0.2597023217761009
CID-03307,Existing,60,F,2,Unknown,Married,$80K - $120K,Blue,39,1,1,2,8079.0,1637,3151.84813323888,0.9161040308026268,4737,13,1.8043319220379033,0.725373902392599
CID-03308,Existing,26,M,4,Graduate,Single,$40K - $60K,Blue,44,5,3,3,3745.0,1836,1746.5843807271672,3.2739048552973684,3844,96,2.037577610302872,0.7434271717493061
CID-03309,Existing,40,M,1,Unknown,Unknown,$40K - $60K,Blue,28,5,3,2,9722.0,646,9141.086969793143,2.030458523090143,4681,86,1.9171664154147279,0.7166537813523411
CID-03310,Existing,60,M,1,Graduate,Married,$40K - $60K,Blue,43,5,0,1,1200.0,2332,0.0,3.0843538941297624,1040,93,3.2127318027289897,0.3878326510872884
CID-03311,Existing,62,M,3,Graduate,Single,Less than $40K,Blue,23,1,2,6,3735.2,2173,3730.5667169203416,1.5382221896390225,3394,94,2.728435295625706,0.3775644285327194
CID-03312,Existing,19,F,5,Graduate,Married,Less than $40K,Silver,48,3,6,3,3321.5,2233,4004.2939217067133,1.4307488448286372,-1060,29,2.428815119782004,0.6661074195687622
CID-03313,Existing,31,M,4,Uneducated,Married,$120K +,Blue,32,1,0,5,5328.0,-353,2196.871278245382,3.3587208026951316,4722,93,0.6700717876741874,0.3976874080038191
CID-03314,Existing,55,M,3,College,Married,$120K +,Blue,13,6,1,2,6214.5,971,3771.4684643749138,1.7798315496078578,7936,91,0.6884648364859487,0.79505668442283
CID-03315,Existing,57,F,1,High School,Single,Unknown,Silver,37,2,7,5,4617.0,2294,3566.1012763528856,2.9517522921959913,7219,66,1.5161794356732579,0.3503127176939395
CID-03316,Existing,35,F,1,Doctorate,Single,Less than $40K,Blue,50,5,2,5,1261.3999999999999,843,510.7441112355327,1.5190045663917071,3415,31,3.1411469023760423,0.23825268410557526
CID-03317,Existing,33,M,2,Graduate,Single,$120K +,Blue,28,1,3,3,6930.0,1913,3483.157310678793,3.379575534440833,3151,58,0.6616412045498034,0.13730220043714927
CID-03318,Existing,46,M,3,Unknown,Single,Unknown,Blue,47,6,3,3,4008.0,1380,2901.6454023987567,2.551213370520502,1774,13,0.6465098783066542,0.6567868758714273
CID-03319,Existing,61,M,0,Graduate,Unknown,$40K - $60K,Blue,45,1,1,3,5466.0,2111,4673.652875203961,1.1010851560779025,2603,73,2.632312893844819,0.6247362603304022
CID-03320,Existing,28,M,4,Graduate,Divorced,Less than $40K,Blue,30,6,1,3,3761.1,2947,4252.1371064482955,2.4450718545978805,6081,96,2.6851622117589224,0.6205182769165906
CID-03321,Existing,23,M,5,High School,Single,Unknown,Blue,43,3,4,3,5552.0,674,4226.23333443184,1.508411209838655,5291,49,3.0936196806536755,0.03910416507515677
CID-03322,Existing,20,M,3,Post-Graduate,Single,Unknown,Silver,33,3,2,8,1907.0,2045,1577.9624942637251,0.9352796053741945,3477,88,0.9532626466030835,0.78387807325811
CID-03323,Existing,31,F,1,Post-Graduate,Married,$120K +,Blue,56,6,0,4,7038.0,1678,3685.798260021359,0.6919534107196829,4689,14,0.7587069943162883,0.5443495063124183
CID-03324,Existing,19,M,2,Graduate,Divorced,Less than $40K,Blue,50,3,2,9,3250.1,1103,3193.5128788761103,1.300341659491227,5961,49,1.0103854922197313,0.6704925529938025
CID-03325,Existing,49,M,4,College,Married,$120K +,Blue,29,4,2,1,7320.0,2135,2672.820280022756,3.378593679737626,2824,46,3.1467433204287767,0.2563975676670953
CID-03326,Existing,48,M,5,Unknown,Single,$80K - $120K,Blue,35,3,3,4,6138.0,1803,1907.6678111043047,2.440971277522368,4279,59,1.8553824131536973,0.5994246705816363
CID-03327,Existing,28,M,4,Unknown,Married,Less than $40K,Blue,12,6,1,9,1198.3999999999999,1169,970.5572181108107,3.4728255860265933,1876,69,2.7822501397411727,0.7413565963942865
CID-03328,Existing,39,F,2,High School,Single,$40K - $60K,Blue,52,5,2,2,3620.0,1627,2385.1150346230875,0.7238356499913456,4146,74,1.7625897737620608,0.6145908596865733
CID-03329,Existing,20,M,1,Unknown,Divorced,$80K - $120K,Blue,13,1,3,1,8695.5,752,4602.709026874644,2.4719774073670893,5591,45,3.2982239749243254,0.14162109236464032
CID-03330,Existing,67,M,5,Post-Graduate,Divorced,$120K +,Blue,51,2,1,3,1645.5,2385,1066.939738143206,1.9598557555990483,1758,25,1.5835838386303132,0.6075541532861781
CID-03331,Existing,48,M,0,Graduate,Married,$120K +,Gold,35,2,2,3,9382.5,1007,3528.756007490522,3.374137249263749,3075,89,1.79707807088682,0.388302716693026
CID-03332,Existing,50,M,2,Unknown,Single,$60K - $80K,Blue,51,2,2,6,7386.0,736,7094.411428549237,0.6712229438367463,1759,64,3.0065027446387353,0.08438107368428374
CID-03333,Existing,41,M,0,High School,Single,$60K - $80K,Silver,13,5,2,5,5231.0,2550,4363.413005503895,2.1809312102954714,4180,63,3.483836819655493,0.5063536515975121
CID-03334,Existing,18,M,3,High School,Unknown,$80K - $120K,Blue,38,1,3,3,7900.5,179,4221.900869922927,0.827662757918781,271,55,3.0648997452719775,0.570293352491835
CID-03335,Attrited,61,M,4,Post-Graduate,Married,Unknown,Blue,13,4,3,4,6247.5,1813,3334.408129008336,3.111272428557846,3193,71,3.02786894951901,0.020497268833111957
CID-03336,Existing,32,M,5,High School,Married,$40K - $60K,Blue,34,6,3,5,4730.0,2028,3766.6460351208843,3.309173850641816,5055,82,1.164022314375543,0.588693387942999
CID-03337,Attrited,54,M,1,Unknown,Single,$80K - $120K,Blue,44,4,5,2,3987.0,988,1932.5355049970576,1.7696415091617865,-278,51,0.6103769183184641,0.3588982001172365
CID-03338,Existing,44,F,0,Uneducated,Married,$40K - $60K,Blue,45,3,0,1,3094.0,1238,2003.9491586216036,2.5128868581631782,5410,35,0.8910564900125529,0.3242348851021919
CID-03339,Existing,55,F,1,College,Unknown,$40K - $60K,Silver,43,4,0,5,2817.0,1262,1852.0095982439996,2.5139918943621726,8705,23,1.2445092491804965,0.6117626768818444
CID-03340,Existing,65,F,3,Uneducated,Married,Less than $40K,Blue,14,1,2,2,4872.0,1563,6495.571153286877,1.448597068790951,3428,88,2.1457158783935757,0.8008133833623325
CID-03341,Attrited,44,F,0,High School,Single,$60K - $80K,Blue,38,3,5,4,2072.0,1453,0.0,1.4662155422406666,3803,57,1.3806133661344555,0.35154007590964037
CID-03342,Existing,61,M,1,Graduate,Married,Less than $40K,Blue,23,5,3,5,3495.1,1082,3829.5907726638206,2.59018518578731,828,89,3.2204777804286735,0.308822516399408
CID-03343,Existing,29,F,1,Unknown,Single,Unknown,Blue,19,6,2,6,5468.0,825,4010.5480898165033,2.773102201875652,3009,81,1.1486368655427197,0.6959871071801772
CID-03344,Existing,20,M,3,Uneducated,Divorced,$80K - $120K,Silver,31,6,2,1,3691.5,2541,1864.5292105612755,3.399701620999603,4781,56,2.9643480661806465,0.7877426851735765
CID-03345,Existing,47,M,2,Graduate,Married,Unknown,Blue,28,6,2,3,5284.0,2145,4497.532380063562,2.9903872248165513,4994,73,2.176226131388548,0.646469126271138
CID-03346,Existing,49,M,5,High School,Married,$40K - $60K,Blue,56,2,1,2,2853.0,1086,1996.7298389168218,2.2574030359022803,3586,51,1.1404455301647602,0.004296998752750208
CID-03347,Existing,40,M,3,College,Single,$80K - $120K,Blue,44,2,1,0,7395.0,481,3338.787382388511,2.466520875892852,3306,22,2.1546687209490862,0.09293884595946389
CID-03348,Existing,19,F,0,Graduate,Single,Unknown,Silver,22,3,1,3,6257.0,3088,5604.406461648303,0.5251087023167644,2395,73,2.8011340461134124,0.42085570225055735
CID-03349,Existing,24,M,0,Graduate,Married,$40K - $60K,Blue,20,3,3,3,2138.0,2581,1424.0634724404754,3.1804058637483674,3392,63,3.333196452044863,0.8296047518721127
CID-03350,Existing,51,M,4,High School,Divorced,Less than $40K,Blue,45,3,2,4,4769.799999999999,1108,6507.5221751494155,1.4884513998706514,3360,82,2.292627238767831,0.2538228236897956
CID-03351,Existing,49,M,1,Graduate,Single,$80K - $120K,Silver,55,1,3,3,7453.5,3009,3426.019585563684,2.6066349006332117,2837,47,0.6430677436192448,0.8168387731509236
CID-03352,Existing,56,M,5,Uneducated,Unknown,$40K - $60K,Gold,54,3,3,2,7861.5,617,5046.324917982093,2.6404664496772727,-1678,73,1.3963832554934865,0.6404882921380263
CID-03353,Attrited,49,M,0,Graduate,Unknown,$40K - $60K,Silver,18,1,3,2,5612.0,513,5523.337322125051,0.9703451002839409,2490,64,3.239970681068625,0.6116800023925981
CID-03354,Existing,60,M,2,High School,Married,Unknown,Gold,27,3,0,5,3613.5,2777,1214.050255616666,0.6120801069247995,3004,53,2.0986324100441967,0.3393862700281955
CID-03355,Existing,60,M,2,Unknown,Married,$120K +,Blue,38,6,3,2,6243.0,1207,3575.4229401023576,1.5766933501641671,4088,70,2.7200749952388374,0.09389952003064646
CID-03356,Existing,31,F,3,College,Single,$60K - $80K,Blue,26,1,4,6,1803.0,1859,518.6450616390036,1.9925976458973378,3663,43,1.429505046137641,0.3096225563368618
CID-03357,Existing,20,M,0,Doctorate,Married,Less than $40K,Blue,35,1,3,3,2807.0,1096,2964.5920988291173,2.0907883109093035,5160,42,2.948875750851184,0.42440777310784805
CID-03358,Existing,63,M,5,High School,Unknown,$40K - $60K,Silver,48,4,2,1,2448.0,1786,2019.9202991944314,1.4886389216828326,7395,66,0.6632544306714587,0.7581242944680563
CID-03359,Existing,49,F,5,Graduate,Divorced,$40K - $60K,Silver,51,4,1,4,4466.0,1297,3774.101412789248,0.6378342593846736,9207,85,1.1032103898928791,0.693099891337049
CID-03360,Existing,60,F,0,Graduate,Married,$60K - $80K,Blue,30,3,0,7,3989.0,2235,3406.811094235174,3.2601026586723267,6683,82,2.2908654734864555,0.30601346953623354
CID-03361,Existing,53,M,4,Graduate,Unknown,$60K - $80K,Blue,34,3,4,1,4257.0,1801,3630.658767472777,2.818444765508039,1319,35,0.8834941707955702,0.1923261827595349
CID-03362,Existing,34,M,4,Graduate,Single,Less than $40K,Blue,50,1,2,2,3601.4999999999995,1394,4932.7951801930885,2.3127497615010464,4566,47,1.0227588981861455,0.44442364820362074
CID-03363,Existing,65,F,4,Unknown,Unknown,Unknown,Silver,42,1,4,6,5478.0,1814,4639.363358823952,0.7120676588197954,5177,28,1.856262163534531,0.8384352985236558
CID-03364,Existing,20,M,0,Graduate,Married,$60K - $80K,Blue,41,4,1,3,6372.0,2570,5015.510578837193,1.8438358532058001,5903,40,1.0935425470923517,0.008078208848888374
CID-03365,Attrited,27,M,3,Graduate,Single,Less than $40K,Blue,18,5,2,5,1848.6999999999998,2233,492.61752773171884,2.443267383303297,3861,46,3.0765265037986147,0.12250740347469898
CID-03366,Existing,64,M,5,College,Unknown,$80K - $120K,Blue,56,2,1,3,3186.0,2652,1308.881129064269,2.749149308801036,1369,54,0.6696585594668046,0.6643077302408428
CID-03367,Existing,57,F,3,Unknown,Married,Less than $40K,Blue,14,2,7,1,2755.2,1660,2919.7700497366086,3.2194328487781134,642,25,3.218016883951925,0.21662787842181633
CID-03368,Existing,35,F,3,Unknown,Married,$80K - $120K,Gold,49,5,0,1,19809.0,2950,8030.092680973083,0.997224513030058,3037,78,2.519685559037954,0.13747830535990563
CID-03369,Existing,20,F,3,Uneducated,Single,$80K - $120K,Blue,59,5,1,2,8925.0,1027,5266.404210843064,1.2746996627639153,5816,49,0.7821259601518734,0.04461939900824305
CID-03370,Existing,56,M,2,Unknown,Single,Unknown,Silver,41,2,3,1,7375.0,3520,6719.1553270272125,1.935745873175501,4624,23,0.5464708413058946,0.597467398734043
CID-03371,Existing,27,M,0,High School,Married,$40K - $60K,Blue,21,4,4,3,2081.0,1236,1046.7759203750256,2.8004559873661337,1296,21,2.5889049772529535,0.026974499898766456
CID-03372,Existing,69,M,1,Graduate,Married,Less than $40K,Blue,45,2,2,3,700.0,1430,0.0,2.209743767155763,5967,76,1.8621172781379065,0.6857331473497844
CID-03373,Existing,26,F,0,Unknown,Single,Less than $40K,Silver,24,5,2,8,5329.099999999999,2675,6537.0917311364465,1.9819591553606073,6370,79,1.9455927184337551,0.7686697667218915
CID-03374,Existing,63,F,3,High School,Divorced,Less than $40K,Silver,50,2,0,4,5292.0,1419,6646.7244682444625,2.6782322412718984,658,93,3.1835133892262233,0.09120904033471734
CID-03375,Existing,63,M,2,Graduate,Single,$120K +,Silver,24,2,2,4,10480.5,692,5766.945095495914,1.7942633574112261,3857,86,1.9693474631319647,0.0065748607916209624
CID-03376,Existing,28,F,2,Graduate,Divorced,$80K - $120K,Blue,36,5,2,5,7947.0,2020,4459.638052693035,3.194337672018104,5420,14,2.3535908829261443,0.7724294826881163
CID-03377,Existing,50,M,0,College,Single,Unknown,Silver,52,4,0,1,4235.0,1871,3285.078554436254,2.711675291218359,1208,52,3.450461663766555,0.7538999380129133
CID-03378,Existing,53,M,1,Graduate,Married,$40K - $60K,Gold,45,2,2,5,8338.5,1753,4051.0618174112356,2.758614943059537,5449,98,1.8730025896911302,0.01692547546454665
CID-03379,Existing,43,F,3,Unknown,Married,$120K +,Blue,51,3,3,1,6679.5,2728,2862.9496835562218,3.026600621528464,3841,61,0.5236943136619003,0.2933875750248964
CID-03380,Existing,44,M,2,Post-Graduate,Married,Less than $40K,Blue,51,3,0,4,3976.7,387,4973.72874754537,3.4317555053080104,5930,85,3.341682038285091,0.6074800449251417
CID-03381,Existing,55,M,3,College,Married,Unknown,Blue,51,2,2,0,5537.0,2127,4131.144552759532,1.979744641237935,4030,86,1.9500415419071997,0.24687719923298454
CID-03382,Existing,39,M,3,Graduate,Unknown,Less than $40K,Silver,45,5,1,4,4372.2,1605,5432.72745052422,1.3195828752576357,7585,25,3.38498060570709,0.6469799325087018
CID-03383,Existing,43,F,5,College,Married,$120K +,Blue,26,3,1,8,3745.5,748,2235.169532207499,2.3159677187865793,3449,36,2.8507643476433855,0.40998779280078745
CID-03384,Existing,39,F,3,Graduate,Married,$40K - $60K,Blue,14,2,0,2,6511.0,3201,5024.631114796834,1.2121555945995812,3934,51,0.874990029606785,0.293719225071527
CID-03385,Existing,22,F,4,Uneducated,Married,$40K - $60K,Blue,57,5,3,3,2649.0,1335,1831.2414999532375,3.452694836078652,2056,51,0.9349112168808559,0.07882374594042957
CID-03386,Attrited,52,F,5,Unknown,Unknown,$80K - $120K,Blue,33,3,7,6,13075.5,703,7377.248420535836,2.0984334910015634,4732,43,1.387163669672744,0.10214595444558926
CID-03387,Existing,19,M,3,Post-Graduate,Divorced,$120K +,Silver,45,4,1,4,6288.0,1932,4018.985970685751,2.6675223516111086,5197,52,0.7192861934471675,0.2490453291087342
CID-03388,Existing,52,M,3,Graduate,Married,$120K +,Silver,16,5,2,5,4498.5,1304,2030.993436042238,3.072161297572185,6294,91,1.6830856650839743,0.023838638582996008
CID-03389,Existing,26,F,1,Graduate,Married,$40K - $60K,Silver,52,3,2,1,6644.0,-318,6032.612816613301,2.840237294572914,5194,33,0.9725230866381914,0.20819109782391512
CID-03390,Existing,68,M,5,Post-Graduate,Single,Unknown,Silver,33,1,3,3,5709.0,1285,4003.875218447713,2.319563029425021,4841,32,0.8872907520393667,0.020225479652627453
CID-03391,Existing,68,F,5,Uneducated,Married,$40K - $60K,Blue,40,6,1,4,1513.0,3471,658.7142544109124,3.360463222939112,61,59,1.4708148114458022,0.42661210306051506
CID-03392,Attrited,66,F,1,Post-Graduate,Divorced,$120K +,Silver,19,1,2,7,5956.5,1213,2554.527062121413,1.7398940848617674,5458,72,0.9724296590995113,0.6206584766282514
CID-03393,Attrited,35,F,4,Unknown,Unknown,Less than $40K,Blue,45,5,5,3,3044.2999999999997,897,3173.919294346395,1.7071872065545093,1597,88,3.0946517315362323,0.6018227472048888
CID-03394,Existing,60,M,5,Uneducated,Married,Unknown,Silver,15,3,0,2,2727.0,2216,1993.1829610618843,0.9925232510536375,2988,96,2.5787319681288583,0.7298075942279696
CID-03395,Attrited,29,M,4,Doctorate,Married,$80K - $120K,Blue,36,4,2,1,6211.5,1824,2665.8870891882216,1.7106012311542311,1012,42,1.8198839421996476,0.0827087029073793
CID-03396,Attrited,20,F,3,Uneducated,Married,$60K - $80K,Blue,34,5,3,4,1497.0,1328,545.5835582919593,2.4904731803916125,3564,86,0.9911494871350667,0.5736200537591166
CID-03397,Existing,35,F,2,College,Married,$120K +,Blue,36,5,3,1,8338.5,-11,4309.888037872855,2.7940863650068963,5564,43,1.1089011844021899,0.6943032085730462
CID-03398,Existing,55,F,2,Graduate,Married,$80K - $120K,Gold,45,4,2,4,9114.75,93,2915.6502796262093,0.6722901976290937,7045,65,1.072725854971226,0.7817648811454131
CID-03399,Existing,24,M,0,Graduate,Married,$40K - $60K,Blue,55,6,3,2,2978.0,930,1773.983176738869,2.7417812499884837,2790,48,2.7823014203088077,0.6719344919931036
CID-03400,Existing,50,M,2,Graduate,Single,$40K - $60K,Blue,17,2,1,4,2222.0,2108,1001.4374477628962,2.469412256222216,3121,11,3.2799751608382284,0.4494176609558598
CID-03401,Existing,23,F,2,Uneducated,Single,$40K - $60K,Blue,45,2,0,3,4862.0,1861,3517.5467633759317,3.2434561413095047,2598,71,2.051837905848987,0.382781677031337
CID-03402,Existing,35,F,1,High School,Married,$60K - $80K,Blue,32,4,0,6,4716.0,1138,3465.7491885856116,2.7291606867459666,5149,42,2.153637515093753,0.324489792220859
CID-03403,Attrited,62,F,0,College,Divorced,Less than $40K,Silver,55,4,1,2,3416.7,2882,3829.2550821774485,3.4216935755475606,1716,88,0.9571153412078663,0.6577540310087296
CID-03404,Existing,39,M,0,Uneducated,Married,$80K - $120K,Blue,41,3,4,2,3970.5,163,1379.9565389000115,3.391250810174739,1092,93,1.1274794142166908,0.6686290073732991
CID-03405,Existing,68,F,1,High School,Married,$40K - $60K,Blue,14,4,1,6,2282.0,1484,1202.1603371345727,2.477422958069645,6722,50,0.5675563937393575,0.7649417643746129
CID-03406,Existing,56,M,2,College,Divorced,$120K +,Blue,26,6,3,4,8304.0,859,4340.333926451041,1.3952127131563232,-867,72,0.5236473456232567,0.029293901798327047
CID-03407,Attrited,68,F,2,Graduate,Married,$80K - $120K,Blue,32,1,3,4,9534.0,1379,5679.685253363281,2.8417417743993436,4080,53,3.3054841409924496,0.7436579626147132
CID-03408,Attrited,26,M,0,Doctorate,Single,$120K +,Blue,30,1,3,4,13498.5,-112,8699.98579966898,1.0249483515715314,1595,72,2.8645076750455156,0.0310108068941788
CID-03409,Existing,52,M,2,Graduate,Divorced,Less than $40K,Blue,30,2,1,2,4856.599999999999,633,5540.36302726969,1.2628642781815747,6111,92,1.3630632881200242,0.3998906475120651
CID-03410,Existing,40,F,0,Unknown,Divorced,$120K +,Blue,57,1,2,2,11842.5,1919,6844.450007182355,2.2131771633943274,5448,16,1.676994056145589,0.59652175535786
CID-03411,Existing,29,M,2,College,Married,$120K +,Gold,45,1,2,5,6106.5,2505,2546.3253947186763,0.7010083489644456,3430,19,1.207385195562967,0.3952944902715272
CID-03412,Existing,69,M,3,Uneducated,Single,Less than $40K,Blue,25,6,1,0,4006.1,1389,4731.917079361972,1.9244205717147782,-348,48,2.814343088901177,0.5081318352744923
CID-03413,Existing,41,M,1,College,Divorced,Unknown,Blue,15,3,2,1,4381.0,801,3292.0208117571333,3.0431510211052673,2349,73,3.3994296399039614,0.2336938863303494
CID-03414,Existing,67,F,5,College,Married,$40K - $60K,Blue,42,2,3,2,6695.0,1161,5093.62469743743,2.0758305028843864,3697,21,0.6289798919415265,0.3598371832124982
CID-03415,Existing,57,M,4,Graduate,Single,$40K - $60K,Blue,57,3,1,5,3867.0,875,2836.3966553880573,2.466002373295612,5382,49,1.917414500192771,0.30722050397633305
CID-03416,Existing,26,M,3,High School,Single,$60K - $80K,Blue,22,5,2,2,8653.0,1471,7003.382311572692,3.3041868718964507,5266,87,2.009038739133621,0.19357286618849062
CID-03417,Existing,30,F,2,Graduate,Unknown,Less than $40K,Blue,55,6,0,1,3226.2999999999997,1275,3331.1616426996757,1.0904630173020629,5171,55,0.8648580662393992,0.010346630527997263
